gene;sample;mutated;label;year
DHA;146;0;β-lactamases;2015
FOX;146;0;β-lactamases;2015
GES;146;0;β-lactamases;2015
IMP;146;0;β-lactamases;2015
LAP;146;0;β-lactamases;2015
OXA;146;0;β-lactamases;2015
PSE;146;0;β-lactamases;2015
SHV;146;0;β-lactamases;2015
TEM;146;0;β-lactamases;2015
VEB;146;0;β-lactamases;2015
umuC/D;146;0;features;2015
Plasmid-segregation;146;0;features;2015
Toxin-antitoxin;146;2;features;2015
psiA/B;146;0;features;2015
Mercuric Res.;146;0;features;2015
Copper Res.;146;0;features;2015
Arsenic Res.;146;0;features;2015
IncA/C;146;0;Inc-group;2015
IncA/C2;146;0;Inc-group;2015
IncFIA;146;0;Inc-group;2015
IncFIB;146;0;Inc-group;2015
IncFIC;146;0;Inc-group;2015
IncFII;146;0;Inc-group;2015
IncHI1A;146;0;Inc-group;2015
IncHI1B;146;0;Inc-group;2015
IncHI2;146;0;Inc-group;2015
IncHI2A;146;0;Inc-group;2015
IncI2;146;0;Inc-group;2015
IncL/M;146;0;Inc-group;2015
IncN;146;0;Inc-group;2015
IncN2;146;0;Inc-group;2015
IncN3;146;0;Inc-group;2015
IncP;146;0;Inc-group;2015
IncQ1;146;0;Inc-group;2015
IncQ2;146;0;Inc-group;2015
IncU;146;0;Inc-group;2015
IncX3;146;0;Inc-group;2015
IncY;146;0;Inc-group;2015
Acinetobacter;146;0;Organism;2015
Aeromonas;146;0;Organism;2015
Citrobacter;146;0;Organism;2015
Enterbacter;146;0;Organism;2015
Enterobacter;146;0;Organism;2015
Enterobacteriaceae;146;0;Organism;2015
Escherichia;146;4;Organism;2015
Klebsiella;146;0;Organism;2015
Leclercia;146;0;Organism;2015
Morganella;146;0;Organism;2015
Pantoea;146;0;Organism;2015
Proteus;146;0;Organism;2015
Pseudomonas;146;0;Organism;2015
Raoultella;146;0;Organism;2015
Salmonella;146;0;Organism;2015
Serratia;146;0;Organism;2015
Resolvase found;146;5;Transpos.;2015
Tn4401;;0;Transpos.;2015
Tn4401 fragmented;;0;Transpos.;2015
CMY;136;0;β-lactamases;2015
CTX-M;136;0;β-lactamases;2015
DHA;136;0;β-lactamases;2015
FOX;136;0;β-lactamases;2015
GES;136;1;β-lactamases;2015
IMP;136;0;β-lactamases;2015
LAP;136;0;β-lactamases;2015
OXA;136;0;β-lactamases;2015
PSE;136;0;β-lactamases;2015
SHV;136;0;β-lactamases;2015
TEM;136;0;β-lactamases;2015
VEB;136;0;β-lactamases;2015
umuC/D;136;0;features;2015
Plasmid-segregation;136;0;features;2015
Toxin-antitoxin;136;2;features;2015
psiA/B;136;0;features;2015
Mercuric Res.;136;2;features;2015
Copper Res.;136;0;features;2015
Arsenic Res.;136;0;features;2015
IncA/C;136;0;Inc-group;2015
IncA/C2;136;0;Inc-group;2015
IncFIA;136;0;Inc-group;2015
IncFIB;136;0;Inc-group;2015
IncFIC;136;0;Inc-group;2015
IncFII;136;0;Inc-group;2015
IncHI1A;136;0;Inc-group;2015
IncHI1B;136;0;Inc-group;2015
IncHI2;136;0;Inc-group;2015
IncHI2A;136;0;Inc-group;2015
IncI2;136;0;Inc-group;2015
IncL/M;136;0;Inc-group;2015
IncN;136;0;Inc-group;2015
IncN2;136;0;Inc-group;2015
IncN3;136;0;Inc-group;2015
IncP;136;0;Inc-group;2015
IncQ1;136;0;Inc-group;2015
IncQ2;136;0;Inc-group;2015
IncU;136;0;Inc-group;2015
IncX3;136;0;Inc-group;2015
IncY;136;0;Inc-group;2015
Acinetobacter;136;4;Organism;2015
Aeromonas;136;0;Organism;2015
Citrobacter;136;0;Organism;2015
Enterbacter;136;0;Organism;2015
Enterobacter;136;0;Organism;2015
Enterobacteriaceae;136;0;Organism;2015
Escherichia;136;0;Organism;2015
Klebsiella;136;0;Organism;2015
Leclercia;136;0;Organism;2015
Morganella;136;0;Organism;2015
Pantoea;136;0;Organism;2015
Proteus;136;0;Organism;2015
Pseudomonas;136;0;Organism;2015
Raoultella;136;0;Organism;2015
Salmonella;136;0;Organism;2015
Serratia;136;0;Organism;2015
Resolvase found;136;5;Transpos.;2015
Tn4401;;5;Transpos.;2015
Tn4401 fragmented;;0;Transpos.;2015
CMY;119;0;β-lactamases;2018
CTX-M;119;0;β-lactamases;2018
DHA;119;0;β-lactamases;2018
FOX;119;0;β-lactamases;2018
GES;119;0;β-lactamases;2018
IMP;119;0;β-lactamases;2018
LAP;119;0;β-lactamases;2018
OXA;119;0;β-lactamases;2018
PSE;119;0;β-lactamases;2018
SHV;119;0;β-lactamases;2018
TEM;119;0;β-lactamases;2018
VEB;119;0;β-lactamases;2018
umuC/D;119;0;features;2018
Plasmid-segregation;119;0;features;2018
Toxin-antitoxin;119;2;features;2018
psiA/B;119;0;features;2018
Mercuric Res.;119;2;features;2018
Copper Res.;119;0;features;2018
Arsenic Res.;119;0;features;2018
IncA/C;119;0;Inc-group;2018
IncA/C2;119;0;Inc-group;2018
IncFIA;119;0;Inc-group;2018
IncFIB;119;0;Inc-group;2018
IncFIC;119;0;Inc-group;2018
IncFII;119;0;Inc-group;2018
IncHI1A;119;0;Inc-group;2018
IncHI1B;119;0;Inc-group;2018
IncHI2;119;0;Inc-group;2018
IncHI2A;119;0;Inc-group;2018
IncI2;119;0;Inc-group;2018
IncL/M;119;0;Inc-group;2018
IncN;119;0;Inc-group;2018
IncN2;119;0;Inc-group;2018
IncN3;119;0;Inc-group;2018
IncP;119;0;Inc-group;2018
IncQ1;119;0;Inc-group;2018
IncQ2;119;0;Inc-group;2018
IncU;119;0;Inc-group;2018
IncX3;119;0;Inc-group;2018
IncY;119;0;Inc-group;2018
Acinetobacter;119;0;Organism;2018
Aeromonas;119;0;Organism;2018
Citrobacter;119;0;Organism;2018
Enterbacter;119;0;Organism;2018
Enterobacter;119;0;Organism;2018
Enterobacteriaceae;119;0;Organism;2018
Escherichia;119;0;Organism;2018
Klebsiella;119;0;Organism;2018
Leclercia;119;0;Organism;2018
Morganella;119;0;Organism;2018
Pantoea;119;0;Organism;2018
Proteus;119;0;Organism;2018
Pseudomonas;119;4;Organism;2018
Raoultella;119;0;Organism;2018
Salmonella;119;0;Organism;2018
Serratia;119;0;Organism;2018
Resolvase found;119;5;Transpos.;2018
Tn4401;;5;Transpos.;2018
Tn4401 fragmented;;0;Transpos.;2018
CMY;82;0;β-lactamases;2018
CTX-M;82;0;β-lactamases;2018
DHA;82;0;β-lactamases;2018
FOX;82;0;β-lactamases;2018
GES;82;0;β-lactamases;2018
IMP;82;0;β-lactamases;2018
LAP;82;0;β-lactamases;2018
OXA;82;1;β-lactamases;2018
PSE;82;0;β-lactamases;2018
SHV;82;0;β-lactamases;2018
TEM;82;1;β-lactamases;2018
VEB;82;0;β-lactamases;2018
umuC/D;82;0;features;2018
Plasmid-segregation;82;0;features;2018
Toxin-antitoxin;82;0;features;2018
psiA/B;82;0;features;2018
Mercuric Res.;82;0;features;2018
Copper Res.;82;0;features;2018
Arsenic Res.;82;0;features;2018
IncA/C;82;0;Inc-group;2018
IncA/C2;82;0;Inc-group;2018
IncFIA;82;3;Inc-group;2018
IncFIB;82;0;Inc-group;2018
IncFIC;82;0;Inc-group;2018
IncFII;82;0;Inc-group;2018
IncHI1A;82;0;Inc-group;2018
IncHI1B;82;0;Inc-group;2018
IncHI2;82;0;Inc-group;2018
IncHI2A;82;0;Inc-group;2018
IncI2;82;0;Inc-group;2018
IncL/M;82;0;Inc-group;2018
IncN;82;0;Inc-group;2018
IncN2;82;0;Inc-group;2018
IncN3;82;0;Inc-group;2018
IncP;82;0;Inc-group;2018
IncQ1;82;0;Inc-group;2018
IncQ2;82;0;Inc-group;2018
IncU;82;0;Inc-group;2018
IncX3;82;0;Inc-group;2018
IncY;82;0;Inc-group;2018
Acinetobacter;82;0;Organism;2018
Aeromonas;82;0;Organism;2018
Citrobacter;82;0;Organism;2018
Enterbacter;82;0;Organism;2018
Enterobacter;82;4;Organism;2018
Enterobacteriaceae;82;0;Organism;2018
Escherichia;82;0;Organism;2018
Klebsiella;82;0;Organism;2018
Leclercia;82;0;Organism;2018
Morganella;82;0;Organism;2018
Pantoea;82;0;Organism;2018
Proteus;82;0;Organism;2018
Pseudomonas;82;0;Organism;2018
Raoultella;82;0;Organism;2018
Salmonella;82;0;Organism;2018
Serratia;82;0;Organism;2018
Resolvase found;82;5;Transpos.;2018
Tn4401;;0;Transpos.;2018
Tn4401 fragmented;;5;Transpos.;2018
CMY;9;0;β-lactamases;2005
CTX-M;9;0;β-lactamases;2005
DHA;9;0;β-lactamases;2005
FOX;9;0;β-lactamases;2005
GES;9;0;β-lactamases;2005
IMP;9;0;β-lactamases;2005
LAP;9;0;β-lactamases;2005
OXA;9;1;β-lactamases;2005
PSE;9;0;β-lactamases;2005
SHV;9;0;β-lactamases;2005
TEM;9;1;β-lactamases;2005
VEB;9;0;β-lactamases;2005
umuC/D;9;2;features;2005
Plasmid-segregation;9;0;features;2005
Toxin-antitoxin;9;2;features;2005
psiA/B;9;2;features;2005
Mercuric Res.;9;0;features;2005
Copper Res.;9;2;features;2005
Arsenic Res.;9;2;features;2005
IncA/C;9;0;Inc-group;2005
IncA/C2;9;0;Inc-group;2005
IncFIA;9;0;Inc-group;2005
IncFIB;9;3;Inc-group;2005
IncFIC;9;0;Inc-group;2005
IncFII;9;0;Inc-group;2005
IncHI1A;9;0;Inc-group;2005
IncHI1B;9;0;Inc-group;2005
IncHI2;9;0;Inc-group;2005
IncHI2A;9;0;Inc-group;2005
IncI2;9;0;Inc-group;2005
IncL/M;9;0;Inc-group;2005
IncN;9;0;Inc-group;2005
IncN2;9;0;Inc-group;2005
IncN3;9;0;Inc-group;2005
IncP;9;0;Inc-group;2005
IncQ1;9;0;Inc-group;2005
IncQ2;9;0;Inc-group;2005
IncU;9;0;Inc-group;2005
IncX3;9;0;Inc-group;2005
IncY;9;0;Inc-group;2005
Acinetobacter;9;0;Organism;2005
Aeromonas;9;0;Organism;2005
Citrobacter;9;0;Organism;2005
Enterbacter;9;0;Organism;2005
Enterobacter;9;0;Organism;2005
Enterobacteriaceae;9;0;Organism;2005
Escherichia;9;0;Organism;2005
Klebsiella;9;4;Organism;2005
Leclercia;9;0;Organism;2005
Morganella;9;0;Organism;2005
Pantoea;9;0;Organism;2005
Proteus;9;0;Organism;2005
Pseudomonas;9;0;Organism;2005
Raoultella;9;0;Organism;2005
Salmonella;9;0;Organism;2005
Serratia;9;0;Organism;2005
Resolvase found;9;5;Transpos.;2005
Tn4401;;5;Transpos.;2005
Tn4401 fragmented;;0;Transpos.;2005
CMY;25;0;β-lactamases;2015
CTX-M;25;0;β-lactamases;2015
DHA;25;0;β-lactamases;2015
FOX;25;0;β-lactamases;2015
GES;25;0;β-lactamases;2015
IMP;25;0;β-lactamases;2015
LAP;25;0;β-lactamases;2015
OXA;25;0;β-lactamases;2015
PSE;25;0;β-lactamases;2015
SHV;25;0;β-lactamases;2015
TEM;25;1;β-lactamases;2015
VEB;25;0;β-lactamases;2015
umuC/D;25;2;features;2015
Plasmid-segregation;25;2;features;2015
Toxin-antitoxin;25;2;features;2015
psiA/B;25;2;features;2015
Mercuric Res.;25;0;features;2015
Copper Res.;25;0;features;2015
Arsenic Res.;25;0;features;2015
IncA/C;25;0;Inc-group;2015
IncA/C2;25;0;Inc-group;2015
IncFIA;25;0;Inc-group;2015
IncFIB;25;0;Inc-group;2015
IncFIC;25;0;Inc-group;2015
IncFII;25;0;Inc-group;2015
IncHI1A;25;0;Inc-group;2015
IncHI1B;25;0;Inc-group;2015
IncHI2;25;0;Inc-group;2015
IncHI2A;25;0;Inc-group;2015
IncI2;25;0;Inc-group;2015
IncL/M;25;0;Inc-group;2015
IncN;25;0;Inc-group;2015
IncN2;25;0;Inc-group;2015
IncN3;25;0;Inc-group;2015
IncP;25;0;Inc-group;2015
IncQ1;25;3;Inc-group;2015
IncQ2;25;0;Inc-group;2015
IncU;25;0;Inc-group;2015
IncX3;25;0;Inc-group;2015
IncY;25;0;Inc-group;2015
Acinetobacter;25;0;Organism;2015
Aeromonas;25;0;Organism;2015
Citrobacter;25;4;Organism;2015
Enterbacter;25;0;Organism;2015
Enterobacter;25;0;Organism;2015
Enterobacteriaceae;25;0;Organism;2015
Escherichia;25;0;Organism;2015
Klebsiella;25;4;Organism;2015
Leclercia;25;0;Organism;2015
Morganella;25;0;Organism;2015
Pantoea;25;0;Organism;2015
Proteus;25;0;Organism;2015
Pseudomonas;25;0;Organism;2015
Raoultella;25;0;Organism;2015
Salmonella;25;0;Organism;2015
Serratia;25;0;Organism;2015
Resolvase found;25;5;Transpos.;2015
Tn4401;;0;Transpos.;2015
Tn4401 fragmented;;0;Transpos.;2015
CMY;99;0;β-lactamases;2017
CTX-M;99;0;β-lactamases;2017
DHA;99;0;β-lactamases;2017
FOX;99;0;β-lactamases;2017
GES;99;0;β-lactamases;2017
IMP;99;0;β-lactamases;2017
LAP;99;0;β-lactamases;2017
OXA;99;0;β-lactamases;2017
PSE;99;0;β-lactamases;2017
SHV;99;1;β-lactamases;2017
TEM;99;1;β-lactamases;2017
VEB;99;0;β-lactamases;2017
umuC/D;99;2;features;2017
Plasmid-segregation;99;2;features;2017
Toxin-antitoxin;99;2;features;2017
psiA/B;99;2;features;2017
Mercuric Res.;99;0;features;2017
Copper Res.;99;0;features;2017
Arsenic Res.;99;0;features;2017
IncA/C;99;0;Inc-group;2017
IncA/C2;99;0;Inc-group;2017
IncFIA;99;0;Inc-group;2017
IncFIB;99;0;Inc-group;2017
IncFIC;99;0;Inc-group;2017
IncFII;99;0;Inc-group;2017
IncHI1A;99;0;Inc-group;2017
IncHI1B;99;0;Inc-group;2017
IncHI2;99;0;Inc-group;2017
IncHI2A;99;0;Inc-group;2017
IncI2;99;0;Inc-group;2017
IncL/M;99;0;Inc-group;2017
IncN;99;0;Inc-group;2017
IncN2;99;0;Inc-group;2017
IncN3;99;0;Inc-group;2017
IncP;99;0;Inc-group;2017
IncQ1;99;0;Inc-group;2017
IncQ2;99;0;Inc-group;2017
IncU;99;0;Inc-group;2017
IncX3;99;0;Inc-group;2017
IncY;99;0;Inc-group;2017
Acinetobacter;99;0;Organism;2017
Aeromonas;99;0;Organism;2017
Citrobacter;99;0;Organism;2017
Enterbacter;99;0;Organism;2017
Enterobacter;99;0;Organism;2017
Enterobacteriaceae;99;0;Organism;2017
Escherichia;99;0;Organism;2017
Klebsiella;99;4;Organism;2017
Leclercia;99;0;Organism;2017
Morganella;99;0;Organism;2017
Pantoea;99;0;Organism;2017
Proteus;99;0;Organism;2017
Pseudomonas;99;0;Organism;2017
Raoultella;99;0;Organism;2017
Salmonella;99;0;Organism;2017
Serratia;99;0;Organism;2017
Resolvase found;99;5;Transpos.;2017
Tn4401;;0;Transpos.;2017
Tn4401 fragmented;;0;Transpos.;2017
CMY;78;0;β-lactamases;2016
CTX-M;78;0;β-lactamases;2016
DHA;78;0;β-lactamases;2016
FOX;78;0;β-lactamases;2016
GES;78;0;β-lactamases;2016
IMP;78;0;β-lactamases;2016
LAP;78;0;β-lactamases;2016
OXA;78;0;β-lactamases;2016
PSE;78;0;β-lactamases;2016
SHV;78;0;β-lactamases;2016
TEM;78;1;β-lactamases;2016
VEB;78;0;β-lactamases;2016
umuC/D;78;2;features;2016
Plasmid-segregation;78;0;features;2016
Toxin-antitoxin;78;0;features;2016
psiA/B;78;2;features;2016
Mercuric Res.;78;0;features;2016
Copper Res.;78;0;features;2016
Arsenic Res.;78;0;features;2016
IncA/C;78;0;Inc-group;2016
IncA/C2;78;0;Inc-group;2016
IncFIA;78;0;Inc-group;2016
IncFIB;78;0;Inc-group;2016
IncFIC;78;0;Inc-group;2016
IncFII;78;0;Inc-group;2016
IncHI1A;78;0;Inc-group;2016
IncHI1B;78;0;Inc-group;2016
IncHI2;78;0;Inc-group;2016
IncHI2A;78;0;Inc-group;2016
IncI2;78;0;Inc-group;2016
IncL/M;78;0;Inc-group;2016
IncN;78;0;Inc-group;2016
IncN2;78;0;Inc-group;2016
IncN3;78;0;Inc-group;2016
IncP;78;0;Inc-group;2016
IncQ1;78;0;Inc-group;2016
IncQ2;78;0;Inc-group;2016
IncU;78;0;Inc-group;2016
IncX3;78;0;Inc-group;2016
IncY;78;0;Inc-group;2016
Acinetobacter;78;0;Organism;2016
Aeromonas;78;0;Organism;2016
Citrobacter;78;0;Organism;2016
Enterbacter;78;0;Organism;2016
Enterobacter;78;0;Organism;2016
Enterobacteriaceae;78;0;Organism;2016
Escherichia;78;0;Organism;2016
Klebsiella;78;4;Organism;2016
Leclercia;78;0;Organism;2016
Morganella;78;0;Organism;2016
Pantoea;78;0;Organism;2016
Proteus;78;0;Organism;2016
Pseudomonas;78;0;Organism;2016
Raoultella;78;0;Organism;2016
Salmonella;78;0;Organism;2016
Serratia;78;0;Organism;2016
Resolvase found;78;5;Transpos.;2016
Tn4401;;0;Transpos.;2016
Tn4401 fragmented;;0;Transpos.;2016
CMY;35;0;β-lactamases;2017
CTX-M;35;1;β-lactamases;2017
DHA;35;0;β-lactamases;2017
FOX;35;0;β-lactamases;2017
GES;35;0;β-lactamases;2017
IMP;35;0;β-lactamases;2017
LAP;35;0;β-lactamases;2017
OXA;35;0;β-lactamases;2017
PSE;35;0;β-lactamases;2017
SHV;35;0;β-lactamases;2017
TEM;35;0;β-lactamases;2017
VEB;35;0;β-lactamases;2017
umuC/D;35;2;features;2017
Plasmid-segregation;35;2;features;2017
Toxin-antitoxin;35;2;features;2017
psiA/B;35;2;features;2017
Mercuric Res.;35;2;features;2017
Copper Res.;35;0;features;2017
Arsenic Res.;35;0;features;2017
IncA/C;35;0;Inc-group;2017
IncA/C2;35;0;Inc-group;2017
IncFIA;35;0;Inc-group;2017
IncFIB;35;0;Inc-group;2017
IncFIC;35;0;Inc-group;2017
IncFII;35;0;Inc-group;2017
IncHI1A;35;0;Inc-group;2017
IncHI1B;35;0;Inc-group;2017
IncHI2;35;0;Inc-group;2017
IncHI2A;35;0;Inc-group;2017
IncI2;35;0;Inc-group;2017
IncL/M;35;0;Inc-group;2017
IncN;35;0;Inc-group;2017
IncN2;35;0;Inc-group;2017
IncN3;35;0;Inc-group;2017
IncP;35;0;Inc-group;2017
IncQ1;35;0;Inc-group;2017
IncQ2;35;0;Inc-group;2017
IncU;35;0;Inc-group;2017
IncX3;35;0;Inc-group;2017
IncY;35;0;Inc-group;2017
Acinetobacter;35;0;Organism;2017
Aeromonas;35;0;Organism;2017
Citrobacter;35;0;Organism;2017
Enterbacter;35;0;Organism;2017
Enterobacter;35;0;Organism;2017
Enterobacteriaceae;35;0;Organism;2017
Escherichia;35;0;Organism;2017
Klebsiella;35;4;Organism;2017
Leclercia;35;0;Organism;2017
Morganella;35;0;Organism;2017
Pantoea;35;0;Organism;2017
Proteus;35;0;Organism;2017
Pseudomonas;35;0;Organism;2017
Raoultella;35;0;Organism;2017
Salmonella;35;0;Organism;2017
Serratia;35;0;Organism;2017
Resolvase found;35;5;Transpos.;2017
Tn4401;;0;Transpos.;2017
Tn4401 fragmented;;0;Transpos.;2017
CMY;49;0;β-lactamases;2008
CTX-M;49;0;β-lactamases;2008
DHA;49;0;β-lactamases;2008
FOX;49;0;β-lactamases;2008
GES;49;0;β-lactamases;2008
IMP;49;0;β-lactamases;2008
LAP;49;0;β-lactamases;2008
OXA;49;0;β-lactamases;2008
PSE;49;0;β-lactamases;2008
SHV;49;0;β-lactamases;2008
TEM;49;0;β-lactamases;2008
VEB;49;0;β-lactamases;2008
umuC/D;49;2;features;2008
Plasmid-segregation;49;2;features;2008
Toxin-antitoxin;49;2;features;2008
psiA/B;49;2;features;2008
Mercuric Res.;49;0;features;2008
Copper Res.;49;0;features;2008
Arsenic Res.;49;0;features;2008
IncA/C;49;0;Inc-group;2008
IncA/C2;49;0;Inc-group;2008
IncFIA;49;0;Inc-group;2008
IncFIB;49;0;Inc-group;2008
IncFIC;49;0;Inc-group;2008
IncFII;49;0;Inc-group;2008
IncHI1A;49;0;Inc-group;2008
IncHI1B;49;0;Inc-group;2008
IncHI2;49;0;Inc-group;2008
IncHI2A;49;0;Inc-group;2008
IncI2;49;0;Inc-group;2008
IncL/M;49;0;Inc-group;2008
IncN;49;0;Inc-group;2008
IncN2;49;0;Inc-group;2008
IncN3;49;0;Inc-group;2008
IncP;49;0;Inc-group;2008
IncQ1;49;0;Inc-group;2008
IncQ2;49;0;Inc-group;2008
IncU;49;0;Inc-group;2008
IncX3;49;0;Inc-group;2008
IncY;49;0;Inc-group;2008
Acinetobacter;49;0;Organism;2008
Aeromonas;49;0;Organism;2008
Citrobacter;49;0;Organism;2008
Enterbacter;49;0;Organism;2008
Enterobacter;49;0;Organism;2008
Enterobacteriaceae;49;0;Organism;2008
Escherichia;49;0;Organism;2008
Klebsiella;49;4;Organism;2008
Leclercia;49;0;Organism;2008
Morganella;49;0;Organism;2008
Pantoea;49;0;Organism;2008
Proteus;49;0;Organism;2008
Pseudomonas;49;0;Organism;2008
Raoultella;49;0;Organism;2008
Salmonella;49;0;Organism;2008
Serratia;49;0;Organism;2008
Resolvase found;49;5;Transpos.;2008
Tn4401;;0;Transpos.;2008
Tn4401 fragmented;;0;Transpos.;2008
CMY;51;0;β-lactamases;2017
CTX-M;51;0;β-lactamases;2017
DHA;51;0;β-lactamases;2017
FOX;51;0;β-lactamases;2017
GES;51;0;β-lactamases;2017
IMP;51;0;β-lactamases;2017
LAP;51;0;β-lactamases;2017
OXA;51;0;β-lactamases;2017
PSE;51;0;β-lactamases;2017
SHV;51;0;β-lactamases;2017
TEM;51;1;β-lactamases;2017
VEB;51;0;β-lactamases;2017
umuC/D;51;2;features;2017
Plasmid-segregation;51;2;features;2017
Toxin-antitoxin;51;2;features;2017
psiA/B;51;2;features;2017
Mercuric Res.;51;2;features;2017
Copper Res.;51;0;features;2017
Arsenic Res.;51;0;features;2017
IncA/C;51;0;Inc-group;2017
IncA/C2;51;0;Inc-group;2017
IncFIA;51;0;Inc-group;2017
IncFIB;51;0;Inc-group;2017
IncFIC;51;0;Inc-group;2017
IncFII;51;0;Inc-group;2017
IncHI1A;51;0;Inc-group;2017
IncHI1B;51;0;Inc-group;2017
IncHI2;51;0;Inc-group;2017
IncHI2A;51;0;Inc-group;2017
IncI2;51;0;Inc-group;2017
IncL/M;51;0;Inc-group;2017
IncN;51;0;Inc-group;2017
IncN2;51;0;Inc-group;2017
IncN3;51;0;Inc-group;2017
IncP;51;0;Inc-group;2017
IncQ1;51;0;Inc-group;2017
IncQ2;51;0;Inc-group;2017
IncU;51;0;Inc-group;2017
IncX3;51;0;Inc-group;2017
IncY;51;0;Inc-group;2017
Acinetobacter;51;0;Organism;2017
Aeromonas;51;0;Organism;2017
Citrobacter;51;0;Organism;2017
Enterbacter;51;0;Organism;2017
Enterobacter;51;0;Organism;2017
Enterobacteriaceae;51;0;Organism;2017
Escherichia;51;0;Organism;2017
Klebsiella;51;4;Organism;2017
Leclercia;51;0;Organism;2017
Morganella;51;0;Organism;2017
Pantoea;51;0;Organism;2017
Proteus;51;0;Organism;2017
Pseudomonas;51;0;Organism;2017
Raoultella;51;0;Organism;2017
Salmonella;51;0;Organism;2017
Serratia;51;0;Organism;2017
Resolvase found;51;5;Transpos.;2017
Tn4401;;0;Transpos.;2017
Tn4401 fragmented;;0;Transpos.;2017
CMY;5;0;β-lactamases;2017
CTX-M;5;1;β-lactamases;2017
DHA;5;0;β-lactamases;2017
FOX;5;0;β-lactamases;2017
GES;5;0;β-lactamases;2017
IMP;5;0;β-lactamases;2017
LAP;5;0;β-lactamases;2017
OXA;5;0;β-lactamases;2017
PSE;5;0;β-lactamases;2017
SHV;5;0;β-lactamases;2017
TEM;5;1;β-lactamases;2017
VEB;5;0;β-lactamases;2017
umuC/D;5;2;features;2017
Plasmid-segregation;5;2;features;2017
Toxin-antitoxin;5;2;features;2017
psiA/B;5;2;features;2017
Mercuric Res.;5;2;features;2017
Copper Res.;5;0;features;2017
Arsenic Res.;5;0;features;2017
IncA/C;5;0;Inc-group;2017
IncA/C2;5;0;Inc-group;2017
IncFIA;5;0;Inc-group;2017
IncFIB;5;0;Inc-group;2017
IncFIC;5;0;Inc-group;2017
IncFII;5;0;Inc-group;2017
IncHI1A;5;0;Inc-group;2017
IncHI1B;5;0;Inc-group;2017
IncHI2;5;0;Inc-group;2017
IncHI2A;5;0;Inc-group;2017
IncI2;5;0;Inc-group;2017
IncL/M;5;0;Inc-group;2017
IncN;5;0;Inc-group;2017
IncN2;5;0;Inc-group;2017
IncN3;5;0;Inc-group;2017
IncP;5;0;Inc-group;2017
IncQ1;5;0;Inc-group;2017
IncQ2;5;0;Inc-group;2017
IncU;5;0;Inc-group;2017
IncX3;5;0;Inc-group;2017
IncY;5;0;Inc-group;2017
Acinetobacter;5;0;Organism;2017
Aeromonas;5;0;Organism;2017
Citrobacter;5;0;Organism;2017
Enterbacter;5;0;Organism;2017
Enterobacter;5;0;Organism;2017
Enterobacteriaceae;5;0;Organism;2017
Escherichia;5;0;Organism;2017
Klebsiella;5;4;Organism;2017
Leclercia;5;0;Organism;2017
Morganella;5;0;Organism;2017
Pantoea;5;0;Organism;2017
Proteus;5;0;Organism;2017
Pseudomonas;5;0;Organism;2017
Raoultella;5;0;Organism;2017
Salmonella;5;0;Organism;2017
Serratia;5;0;Organism;2017
Resolvase found;5;5;Transpos.;2017
Tn4401;;0;Transpos.;2017
Tn4401 fragmented;;0;Transpos.;2017
CMY;37;0;β-lactamases;2016
CTX-M;37;1;β-lactamases;2016
DHA;37;0;β-lactamases;2016
FOX;37;0;β-lactamases;2016
GES;37;0;β-lactamases;2016
IMP;37;0;β-lactamases;2016
LAP;37;0;β-lactamases;2016
OXA;37;0;β-lactamases;2016
PSE;37;0;β-lactamases;2016
SHV;37;1;β-lactamases;2016
TEM;37;1;β-lactamases;2016
VEB;37;0;β-lactamases;2016
umuC/D;37;2;features;2016
Plasmid-segregation;37;2;features;2016
Toxin-antitoxin;37;2;features;2016
psiA/B;37;2;features;2016
Mercuric Res.;37;2;features;2016
Copper Res.;37;0;features;2016
Arsenic Res.;37;0;features;2016
IncA/C;37;0;Inc-group;2016
IncA/C2;37;0;Inc-group;2016
IncFIA;37;0;Inc-group;2016
IncFIB;37;0;Inc-group;2016
IncFIC;37;0;Inc-group;2016
IncFII;37;0;Inc-group;2016
IncHI1A;37;0;Inc-group;2016
IncHI1B;37;0;Inc-group;2016
IncHI2;37;0;Inc-group;2016
IncHI2A;37;0;Inc-group;2016
IncI2;37;0;Inc-group;2016
IncL/M;37;0;Inc-group;2016
IncN;37;0;Inc-group;2016
IncN2;37;0;Inc-group;2016
IncN3;37;0;Inc-group;2016
IncP;37;0;Inc-group;2016
IncQ1;37;0;Inc-group;2016
IncQ2;37;0;Inc-group;2016
IncU;37;0;Inc-group;2016
IncX3;37;0;Inc-group;2016
IncY;37;0;Inc-group;2016
Acinetobacter;37;0;Organism;2016
Aeromonas;37;0;Organism;2016
Citrobacter;37;0;Organism;2016
Enterbacter;37;0;Organism;2016
Enterobacter;37;0;Organism;2016
Enterobacteriaceae;37;0;Organism;2016
Escherichia;37;0;Organism;2016
Klebsiella;37;4;Organism;2016
Leclercia;37;0;Organism;2016
Morganella;37;0;Organism;2016
Pantoea;37;0;Organism;2016
Proteus;37;0;Organism;2016
Pseudomonas;37;0;Organism;2016
Raoultella;37;0;Organism;2016
Salmonella;37;0;Organism;2016
Serratia;37;0;Organism;2016
Resolvase found;37;5;Transpos.;2016
Tn4401;;0;Transpos.;2016
Tn4401 fragmented;;0;Transpos.;2016
CMY;2;0;β-lactamases;2014
CTX-M;2;0;β-lactamases;2014
DHA;2;0;β-lactamases;2014
FOX;2;0;β-lactamases;2014
